State,Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Pct of Votes
Odisha,Balikuda,6,Birabara Dalai,Indian Citizens' Party,39,0,39,0.08
Odisha,Balikuda,7,Mrutyunjay Swain,Anarakshit Samaj Party,37,0,37,0.07
Odisha,Aul,1,Devendra Sharma,Indian National Congress,10173,0,10173,26.99
Odisha,Aul,2,Dolagobinda Nayak,Bharatiya Janata Party,5960,0,5960,15.81
Odisha,Aul,3,Pratap Keshari Deb,Biju Janata Dal,20893,0,20893,55.43
Odisha,Aul,4,Sudhakar Malik,Bahujan Samaj Party,125,0,125,0.33
Odisha,Aul,5,Jayanta Kumar Mallick,Mazdoor Vikash Dal,54,0,54,0.14
Odisha,Aul,6,Bidhan Chandra Das,Communist Party of India  (Marxist-Leninist)  (Liberation),106,0,106,0.28
Odisha,Aul,7,Prabhata Kumar Malik,Independent,35,0,35,0.09
Odisha,Aul,8,Radhanath Ray,Independent,31,0,31,0.08
Odisha,Aul,9,Satyajit Swain,Independent,132,0,132,0.35
Odisha,Balikuda,8,Bikram Kishor Mohanty,Independent,44,0,44,0.09
Odisha,Balikuda,9,Manas ranjan Kar,Independent,239,0,239,0.47
Odisha,Balikuda,10,NOTA,None of the Above,159,0,159,0.31
Odisha,Aul,10,Sujata Barik,Independent,71,0,71,0.19
Odisha,Aul,11,NOTA,None of the Above,113,0,113,0.3
Odisha,Tirtol,1,DEBI PRASAD MALLICK,Indian National Congress,5932,0,5932,12.15
Odisha,Tirtol,2,Bishnu Charan Das,Biju Janata Dal,26682,0,26682,54.64
Odisha,Tirtol,3,RABINDRA NATH SETHY,Bahujan Samaj Party,209,0,209,0.43
Odisha,Tirtol,4,RAMAKANTA BHOI,Bharatiya Janata Party,15683,0,15683,32.12
Odisha,Tirtol,5,NOTA,None of the Above,323,0,323,0.66
Odisha,Paradeep,1,ARINDAM SARKHEL,Indian National Congress,33615,0,33615,30.96
Odisha,Paradeep,2,ANJAN MALLICK,Bahujan Samaj Party,451,0,451,0.42
Odisha,Paradeep,3,SAMPAD CHANDRA SWAIN,Bharatiya Janata Party,23819,0,23819,21.94
Odisha,Paradeep,4,SAMBIT ROUTRAY,Biju Janata Dal,49709,0,49709,45.78
Odisha,Paradeep,5,DEEPTY RANJAN NAYAK,Ambedkar National Congress,223,0,223,0.21
Odisha,Paradeep,6,ANUP KUMAR PATTNAIK,Independent,80,0,80,0.07
Odisha,Paradeep,7,BALARAM MOHARANA,Independent,92,0,92,0.08
Odisha,Paradeep,8,BIRENDRA KUMAR SAHOO,Independent,128,0,128,0.12
Odisha,Paradeep,9,SRIBALLAVA KAR,Independent,167,0,167,0.15
Odisha,Mahakalapada,1,Atanu Sabyasachi Nayak,Biju Janata Dal,27651,0,27651,51.04
Odisha,Mahakalapada,2,ADHIR NATH SARMA,Bahujan Samaj Party,206,0,206,0.38
Odisha,Mahakalapada,3,BIJAY PRADHAN,Bharatiya Janata Party,21882,0,21882,40.4
Odisha,Mahakalapada,4,BIBHRANSU SEKHAR LENKA,Indian National Congress,3903,0,3903,7.21
Odisha,Mahakalapada,5,Asutosh Maharana,Ambedkar National Congress,54,0,54,0.1
Odisha,Mahakalapada,6,RANJITA KANUNGO,Samajwadi Party,47,0,47,0.09
Odisha,Mahakalapada,7,Debendra Rout,Independent,66,0,66,0.12
Odisha,Mahakalapada,8,Padmanav Choudhury,Independent,77,0,77,0.14
Odisha,Mahakalapada,9,Bhima Sen Sethy,Independent,80,0,80,0.15
Odisha,Nimapara,1,DILLIP KUMAR NAYAK,Indian National Congress,21533,0,21533,17.1
Odisha,Nimapara,2,PRAVATI PARIDA,Bharatiya Janata Party,41008,0,41008,32.57
Odisha,Nimapara,3,SANKAR PRASAD BHOI,Bahujan Samaj Party,436,0,436,0.35
Odisha,Nimapara,4,SAMIR RANJAN DASH,Biju Janata Dal,61793,0,61793,49.09
Odisha,Nimapara,5,DEBASIS MISHRA,Odisha Pragati Dal,264,0,264,0.21
Odisha,Nimapara,6,MITU MAHAPATRA,All India Forward Bloc,157,0,157,0.12
Odisha,Nimapara,7,MIHIR PRASAD BHOI,Akhil Bharat Hindu Mahasabha,246,0,246,0.2
Odisha,Nimapara,8,NOTA,None of the Above,452,0,452,0.36
Odisha,Jagatsinghpur,1,Chiranjib Biswal,Indian National Congress,43908,0,43908,37.04
Odisha,Jagatsinghpur,2,Parina Bibi,Bahujan Samaj Party,461,0,461,0.39
Odisha,Jagatsinghpur,3,Prasanta Kumar Muduli,Biju Janata Dal,50632,0,50632,42.71
Odisha,Jagatsinghpur,4,Satyabrata Mohapatra,Bharatiya Janata Party,22622,0,22622,19.08
Odisha,Jagatsinghpur,5,Nrusingh Charan Barik,Indian Citizens' Party,164,0,164,0.14
Odisha,Jagatsinghpur,6,Prabira Kumar Lenka,Anarakshit Samaj Party,137,0,137,0.12
Odisha,Jagatsinghpur,7,Soubhagini Behera,Jai Prakash Janata Dal,166,0,166,0.14
Odisha,Jagatsinghpur,8,NOTA,None of the Above,454,0,454,0.38
Odisha,Paradeep,10,NOTA,None of the Above,303,0,303,0.28
Odisha,Mahakalapada,10,Mamata Samantaray,Independent,47,0,47,0.09
Odisha,Mahakalapada,11,NOTA,None of the Above,157,0,157,0.29
Odisha,Kakatpur,1,CHHABI MALIK,Bahujan Samaj Party,722,0,722,0.67
Odisha,Kakatpur,2,TUSHARKANTI BEHERA,Biju Janata Dal,55591,0,55591,51.66
Odisha,Kakatpur,3,BISWA BHUSHAN DAS,Indian National Congress,30345,0,30345,28.2
Odisha,Kakatpur,4,RABI MALLICK,Bharatiya Janata Party,19966,0,19966,18.55
Odisha,Kakatpur,5,RATNAKAR KANDI,Ambedkarite Party of India,276,0,276,0.26
Odisha,Kakatpur,6,SUKADEB BEHERA,Odisha Pragati Dal,179,0,179,0.17
Odisha,Kakatpur,7,NOTA,None of the Above,528,0,528,0.49
Odisha,Satyabadi,1,UMAKANTA SAMANTARAY,Biju Janata Dal,42197,0,42197,51.03
Odisha,Satyabadi,2,OM PRAKASH MISHRA,Bharatiya Janata Party,33692,0,33692,40.75
Odisha,Satyabadi,3,PRAVATA KUMAR BHOI,Bahujan Samaj Party,324,0,324,0.39
Odisha,Satyabadi,4,PRASAD HARICHANDAN,Indian National Congress,6038,0,6038,7.3
Odisha,Satyabadi,5,KAILASH CHANDRA BARAL,Hindusthan Nirman Dal,151,0,151,0.18
Odisha,Satyabadi,6,NOTA,None of the Above,281,0,281,0.34
Odisha,Puri,1,Auro Prasad Mishra,Indian National Congress,1971,0,1971,1.96
Odisha,Puri,2,Jayanta Kumar Sarangi,Bharatiya Janata Party,52942,0,52942,52.61
Odisha,Puri,3,Maheswar Mohanty,Biju Janata Dal,43588,0,43588,43.31
Odisha,Puri,4,Suchendra Bhoi,Bahujan Samaj Party,425,0,425,0.42
Odisha,Puri,5,Jitendriya Behera,All India Forward Bloc,303,0,303,0.3
Odisha,Puri,6,Gopal Krushna Panda,Independent,456,0,456,0.45
Odisha,Puri,7,NOTA,None of the Above,954,0,954,0.95
Odisha,Bramhagiri,1,Umakanta Baral,Indian National Congress,1581,0,1581,1.29
Odisha,Bramhagiri,2,Bihari Bandhu Palai,Bahujan Samaj Party,594,0,594,0.48
Odisha,Bramhagiri,3,Sanjay Kumar Das Burma,Biju Janata Dal,57832,0,57832,47.07
Odisha,Bramhagiri,4,Lalitendu Bidyadhar Mohapatra,Bharatiya Janata Party,62098,0,62098,50.54
Odisha,Bramhagiri,5,NOTA,None of the Above,770,0,770,0.63
Odisha,Bhubaneswar Central (Madhya),1,ANANTA NARAYAN JENA,Biju Janata Dal,44509,0,44509,55.82
Odisha,Bhubaneswar Central (Madhya),2,JAGANNATH PRADAHAN,Bharatiya Janata Party,31547,0,31547,39.57
Odisha,Bhubaneswar Central (Madhya),3,PRADIP KUMAR BHUYAN,All India Trinamool Congress,152,0,152,0.19
Odisha,Bhubaneswar Central (Madhya),4,BIRENDRA NAYAK,Bahujan Samaj Party,117,0,117,0.15
Odisha,Bhubaneswar Central (Madhya),5,RAJEEB KUMAR PATTANAIK,Indian National Congress,2170,0,2170,2.72
Odisha,Bhubaneswar Central (Madhya),6,NILAMADHAV BEHERA,Freethought Party of India,46,0,46,0.06
Odisha,Bhubaneswar Central (Madhya),7,PRADEEP KUMAR DAS,All India Forward Bloc,55,0,55,0.07
Odisha,Bhubaneswar Central (Madhya),8,SUBHADRA MISHRA,Kalinga Sena,97,0,97,0.12
Odisha,Bhubaneswar Central (Madhya),9,SUBHASIS PATANAIK,Aam Aadmi Party,120,0,120,0.15
Odisha,Bhubaneswar Central (Madhya),10,SUMANTA KUMAR SWAIN,Akhil Bharat Hindu Mahasabha,67,0,67,0.08
Odisha,Bhubaneswar Central (Madhya),11,MAHESH CHANDRA SETHI,Independent,78,0,78,0.1
Odisha,Bhubaneswar Central (Madhya),12,RANJANA JENA,Independent,88,0,88,0.11
Odisha,Bhubaneswar Central (Madhya),13,SUNIL KUMAR AGRAWAL,Independent,81,0,81,0.1
Odisha,Bhubaneswar Central (Madhya),14,NOTA,None of the Above,605,0,605,0.76
Odisha,Jayadev,1,Arabinda Dhali,Biju Janata Dal,43592,52,43644,44.76
Odisha,Jayadev,2,Narendranath Nayak,Bharatiya Janata Party,19171,81,19252,19.74
Odisha,Jayadev,3,Pabitra Mohan Bhoi,Bahujan Samaj Party,1087,2,1089,1.12
Odisha,Jayadev,4,Bishnu Charan Mallick,All India Trinamool Congress,364,1,365,0.37
Odisha,Jayadev,5,Bandhu Sethi,Jai Prakash Janata Dal,313,0,313,0.32
Odisha,Jayadev,6,Naba Kishor Mallick,Independent,31326,13,31339,32.14
Odisha,Jayadev,7,NIRMALYA PRASAD BEHERA,Independent,312,1,313,0.32
Odisha,Jayadev,8,RAGHAB CHANDRA SETHI,Independent,496,1,497,0.51
Odisha,Jayadev,9,NOTA,None of the Above,691,2,693,0.71
Odisha,Pipili,1,AJIT MANGARAJ,Indian National Congress,5527,0,5527,7.06
Odisha,Pipili,2,AHEMAD KHAN,Bahujan Samaj Party,437,0,437,0.56
Odisha,Pipili,3,ASHRIT PATTANAYAK,Bharatiya Janata Party,31757,0,31757,40.59
Odisha,Pipili,4,PRADEEP MAHARATHY,Biju Janata Dal,39042,0,39042,49.9
Odisha,Pipili,5,ASHOK PRADHAN,Communist Party of India  (Marxist-Leninist)  (Liberation),607,0,607,0.78
Odisha,Pipili,6,PADMACHARAN JENA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),413,0,413,0.53
Odisha,Pipili,7,NOTA,None of the Above,464,0,464,0.59
Odisha,Ekamra,1,Ashok Chandra Panda,Biju Janata Dal,57201,0,57201,57.19
Odisha,Ekamra,2,BABU SINGH,Bharatiya Janata Party,35372,0,35372,35.36
Odisha,Ekamra,3,Binapani Bhoi,Bahujan Samaj Party,250,0,250,0.25
Odisha,Ekamra,4,BHARAT CHANDRA SETHI,All India Trinamool Congress,125,0,125,0.12
Odisha,Ekamra,5,Rashmi Mohapatra,Indian National Congress,5016,0,5016,5.01
Odisha,Ekamra,6,Diptimayi Mahapatra,Kalinga Sena,78,0,78,0.08
Odisha,Ekamra,7,NARAYAN DALUA,All India Forward Bloc,50,0,50,0.05
Odisha,Ekamra,8,Sumit Kumar Mishra,Anarakshit Samaj Party,84,0,84,0.08
Odisha,Jatani,1,Basanta Kumar Naik,Bahujan Samaj Party,818,0,818,0.71
Odisha,Jatani,2,Bibhuti Bhushan Balabantaray,Biju Janata Dal,43729,0,43729,37.81
Odisha,Jatani,3,Biswaranjan Badajena,Bharatiya Janata Party,18889,0,18889,16.33
Odisha,Jatani,4,JADUMANI PRADHAN,All India Trinamool Congress,367,0,367,0.32
Odisha,Jatani,5,Suresh Kumar Rautray,Indian National Congress,50139,0,50139,43.35
Odisha,Jatani,6,Nabakishore Paikaray,Independent,413,0,413,0.36
Odisha,Jatani,7,Khiroj Kumar Mangaraj,Independent,346,0,346,0.3
Odisha,Jatani,8,NOTA,None of the Above,947,0,947,0.82
Odisha,Bhubaneswar North (Uttar),1,APARAJITA MOHANTY,Bharatiya Janata Party,26489,0,26489,36.34
Odisha,Bhubaneswar North (Uttar),2,ABHIMANYU NAIK,Bahujan Samaj Party,269,0,269,0.37
Odisha,Bhubaneswar North (Uttar),3,ITISH KUMAR PRADHAN,Indian National Congress,2676,0,2676,3.67
Odisha,Bhubaneswar North (Uttar),4,PRAVATA KUMAR SRICHANDAN,All India Trinamool Congress,274,0,274,0.38
Odisha,Bhubaneswar North (Uttar),5,SUSANT KUMAR ROUT,Biju Janata Dal,39747,0,39747,54.53
Odisha,Bhubaneswar North (Uttar),6,Dr. AKSHAYA KUMAR BARIK,Jai Prakash Janata Dal,103,0,103,0.14
Odisha,Bhubaneswar North (Uttar),7,UMESH CHANDRA DAS,Odisha Pragati Dal,61,0,61,0.08
Odisha,Bhubaneswar North (Uttar),8,PRADEEP KUMAR SAHOO,Kalinga Sena,57,0,57,0.08
Odisha,Ekamra,9,SWAPNA BIJAYINI,Freethought Party of India,91,0,91,0.09
Odisha,Ekamra,10,Jnanendra Mohanty,Independent,106,0,106,0.11
Odisha,Ekamra,11,Visma Narayan Nayak,Independent,142,0,142,0.14
Odisha,Ekamra,12,RABINDRANATH DASH,Independent,105,0,105,0.1
Odisha,Ekamra,13,Satyajit Jena,Independent,370,0,370,0.37
Odisha,Ekamra,14,Saroj Kumar Panda,Independent,254,0,254,0.25
Odisha,Ekamra,15,NOTA,None of the Above,782,0,782,0.78
Odisha,Bhubaneswar North (Uttar),9,MAHENDRA KUMAR PARIDA,Communist Party of India  (Marxist-Leninist)  (Liberation),95,0,95,0.13
Odisha,Bhubaneswar North (Uttar),10,RAJENDRA PRASAD BARIK,Communist Party of India (Marxist-Leninist) Red Star,165,0,165,0.23
Odisha,Bhubaneswar North (Uttar),11,ASUTOSH SAMANTARAY,Independent,378,0,378,0.52
Odisha,Bhubaneswar North (Uttar),12,JUGANSU SEKHAR PANDA,Independent,963,0,963,1.32
Odisha,Bhubaneswar North (Uttar),13,RAJ KUMAR ROUT,Independent,407,0,407,0.56
Odisha,Bhubaneswar North (Uttar),14,SATYA RANJAN NAYAK,Independent,75,0,75,0.1
Odisha,Bhubaneswar North (Uttar),15,SUDHANSHU BALA DAS,Independent,101,0,101,0.14
Odisha,Bhubaneswar North (Uttar),16,SUMIT ROYCHOWDHURY,Independent,173,0,173,0.24
Odisha,Bhubaneswar North (Uttar),17,NOTA,None of the Above,853,0,853,1.17
Odisha,Khurda,1,KALUCHARAN KHANDEITARAY,Bharatiya Janata Party,50761,0,50761,41.8
Odisha,Khurda,2,JYOTIRINDRA NATH MITRA,Biju Janata Dal,60988,0,60988,50.22
Odisha,Khurda,3,SWAGATIKA PATTANAIK,Indian National Congress,3030,0,3030,2.49
Odisha,Khurda,4,CHINTAMANI SAHOO,Independent,203,0,203,0.17
Odisha,Khurda,5,JITENDRA PRADHAN,Independent,4549,0,4549,3.75
Odisha,Khurda,6,DILLIP KUMAR BISWAL,Independent,256,0,256,0.21
Odisha,Khurda,7,PRIYA RANJAN PATRA,Independent,388,0,388,0.32
Odisha,Khurda,8,MOHIT RANJAN BEHERA,Independent,399,0,399,0.33
Odisha,Khurda,9,NOTA,None of the Above,871,0,871,0.72
Odisha,Chilika,1,PRITHIVIRAJ HARICHANDAN,Bharatiya Janata Party,46683,0,46683,43.41
Odisha,Chilika,2,PRADIP KUMAR SWAIN,Indian National Congress,3741,0,3741,3.48
Odisha,Chilika,3,PRASANTA KUMAR JAGADEV,Biju Janata Dal,53817,0,53817,50.04
Odisha,Chilika,4,BASANTA BEHERA,Bahujan Samaj Party,544,0,544,0.51
Odisha,Chilika,5,MURALIDHAR BEHERA,Communist Party of India  (Marxist-Leninist)  (Liberation),279,0,279,0.26
Odisha,Chilika,6,SUBRAT KUMAR HABADASINGH,Hindusthan Nirman Dal,266,0,266,0.25
Odisha,Chilika,7,SHASHANK SEKHAR MAHAPATRA,Independent,435,0,435,0.4
Odisha,Chilika,8,SISIRA KUMAR MISHRA,Independent,280,0,280,0.26
Odisha,Chilika,9,LALATENDU SATAPATHY,Independent,900,0,900,0.84
Odisha,Begunia,1,PRADEEP KUMAR SAHOO,Indian National Congress,37793,0,37793,34.59
Odisha,Begunia,2,RAJENDRA KUMAR SAHOO,Biju Janata Dal,51593,0,51593,47.23
Odisha,Begunia,3,RHISHAV NANDA,Bharatiya Janata Party,17747,0,17747,16.24
Odisha,Begunia,4,BIJAY KUMAR SWAIN,Freethought Party of India,283,0,283,0.26
Odisha,Begunia,5,RUDRA NARAYAN BAHINIPATI,Independent,764,0,764,0.7
Odisha,Begunia,6,SANKAR BEHERA,Independent,174,0,174,0.16
Odisha,Begunia,7,SIBA PRASAD MISHRA,Independent,239,0,239,0.22
Odisha,Begunia,8,NOTA,None of the Above,654,0,654,0.6
Odisha,Daspalla,1,Debaraj Naik,Bahujan Samaj Party,732,0,732,1.64
Odisha,Daspalla,2,Purna Chandra Nayak,Bharatiya Janata Party,13308,0,13308,29.79
Odisha,Daspalla,3,Prashanta Kumar Naik,Indian National Congress,2814,0,2814,6.3
Odisha,Daspalla,4,Benudhar Nayak,Nationalist Congress Party,428,0,428,0.96
Odisha,Daspalla,5,Ramesh Chandra Behera,Biju Janata Dal,26423,0,26423,59.16
Odisha,Daspalla,6,Trinath Naik,Samata Kranti Dal,268,0,268,0.6
Odisha,Daspalla,7,Bishnupriya Das,Independent,243,0,243,0.54
Odisha,Daspalla,8,NOTA,None of the Above,450,0,450,1.01
Odisha,Ranpur,1,Kulamani Naik,Bahujan Samaj Party,168,0,168,0.19
Odisha,Ranpur,2,Nityananda Parida,Communist Party of India  (Marxist),870,0,870,1.01
Odisha,Ranpur,3,Satyanarayan Pradhan,Biju Janata Dal,41095,0,41095,47.51
Odisha,Ranpur,4,Subhashree Panda,Indian National Congress,4437,0,4437,5.13
Odisha,Ranpur,5,Surama Padhy,Bharatiya Janata Party,38444,0,38444,44.45
Odisha,Ranpur,6,Debaraj Sahu,All India Forward Bloc,246,0,246,0.28
Odisha,Ranpur,7,Renu bala Mohanty,Kalinga Sena,269,0,269,0.31
Odisha,Ranpur,8,Ranjit Pattanaik,Independent,152,0,152,0.18
Odisha,Ranpur,9,Rabindra Mahapatra,Independent,203,0,203,0.23
Odisha,Khandapada,1,Basanta Kumar Maharana,Indian National Congress,359,0,359,0.78
Odisha,Khandapada,2,Siddharth Sekhar Singh,Bharatiya Janata Party,5841,0,5841,12.63
Odisha,Khandapada,3,Soumya Ranjan Patnaik,Biju Janata Dal,29905,0,29905,64.68
Odisha,Khandapada,4,Dusmanta Kumar Swain,Independent,9702,0,9702,20.98
Odisha,Khandapada,5,NOTA,None of the Above,430,0,430,0.93
Odisha,Chilika,10,NOTA,None of the Above,601,0,601,0.56
Odisha,Ranpur,10,Santosh Kumar Sahoo,Independent,227,0,227,0.26
Odisha,Ranpur,11,NOTA,None of the Above,379,0,379,0.44
Odisha,Polasara,1,KAILASH CHANDRA PATRO,Bahujan Samaj Party,1749,0,1749,1.45
Odisha,Polasara,2,GOKULA NANDA MALLIK,Bharatiya Janata Party,50896,0,50896,42.19
Odisha,Polasara,3,SRIKANTA SAHU,Biju Janata Dal,60902,0,60902,50.49
Odisha,Polasara,4,HARI CHARAN SWAIN,Indian National Congress,2770,0,2770,2.3
Odisha,Polasara,5,SAMARJIT MAHANTY,All India Forward Bloc,492,0,492,0.41
Odisha,Polasara,6,KEDAR NATH MAHARANA,Independent,525,0,525,0.44
Odisha,Polasara,7,GOLAP SAHU,Independent,663,0,663,0.55
Odisha,Polasara,8,PITABASA PRADHAN,Independent,749,0,749,0.62
Odisha,Polasara,9,SHIBAPRASAD BISHOYI,Independent,649,0,649,0.54
Odisha,Nayagarh,1,Aruna Kumar Sahoo,Biju Janata Dal,41431,0,41431,53.73
Odisha,Nayagarh,2,Irani Ray,Bharatiya Janata Party,32612,0,32612,42.29
Odisha,Nayagarh,3,Manoj Kumar Sahoo,Indian National Congress,1911,0,1911,2.48
Odisha,Nayagarh,4,Subhalaxmi Dash,Ambedkar National Congress,229,0,229,0.3
Odisha,Nayagarh,5,Giridhari Rout,Independent,160,0,160,0.21
Odisha,Nayagarh,6,Balaram Sahoo,Independent,142,0,142,0.18
Odisha,Nayagarh,7,Srikanta Dash,Independent,107,0,107,0.14
Odisha,Nayagarh,8,Hemanta Kumar Prusty,Independent,167,0,167,0.22
Odisha,Nayagarh,9,NOTA,None of the Above,357,0,357,0.46
Odisha,Bhanjanagar,1,NARASINGHA GOUDA,Bahujan Samaj Party,2791,0,2791,1.83
Odisha,Bhanjanagar,2,PRADYUMNA KUMAR NAYAK,Bharatiya Janata Party,65489,0,65489,42.84
Odisha,Bhanjanagar,3,BIKRAM KESHARI ARUKHA,Biju Janata Dal,74278,0,74278,48.59
Odisha,Bhanjanagar,4,SANJAY KUMAR TRIPATHY,Indian National Congress,6753,0,6753,4.42
Odisha,Bhanjanagar,5,PURNA CHANDRA PRADHAN,Communist Party of India (Marxist-Leninist) Red Star,1144,0,1144,0.75
Odisha,Bhanjanagar,6,BIRENDRA KUMAR GOUDA,Independent,1011,0,1011,0.66
Odisha,Bhanjanagar,7,NOTA,None of the Above,1398,0,1398,0.91
Odisha,Polasara,10,NOTA,None of the Above,1229,0,1229,1.02
Odisha,Kabisuryangar,1,BIJAYA KUMAR SAHU,Indian National Congress,3919,0,3919,4.17
Odisha,Kabisuryangar,2,RANJAN POLAI,Bharatiya Janata Party,27545,0,27545,29.28
Odisha,Kabisuryangar,3,LATIKA PRADHAN,Biju Janata Dal,58898,0,58898,62.62
Odisha,Kabisuryangar,4,ABANI KANTA BADAJENA,Independent,2049,0,2049,2.18
Odisha,Kabisuryangar,5,NOTA,None of the Above,1650,0,1650,1.75
Odisha,Khalikote,1,BHARATI BEHERA,Bharatiya Janata Party,25223,0,25223,30.26
Odisha,Khalikote,2,BHOKALI SETHI,Indian National Congress,4194,0,4194,5.03
Odisha,Khalikote,3,SURYAMANI BAIDYA,Biju Janata Dal,50090,0,50090,60.1
Odisha,Khalikote,4,MINA KUMARI TAHAL,Hindusthan Nirman Dal,1048,0,1048,1.26
Odisha,Khalikote,5,SUDARSAN JALLI,Samata Kranti Dal,840,0,840,1.01
Odisha,Khalikote,6,MANGARAJ BEHERA,Independent,655,0,655,0.79
Odisha,Khalikote,7,NOTA,None of the Above,1296,0,1296,1.55
Odisha,Chhatrapur,1,PRADEEP KUMAR SETHY,Communist Party of India,8861,0,8861,8.03
Odisha,Chhatrapur,2,PRASANTA KUMAR KAR,Bharatiya Janata Party,39811,0,39811,36.09
Odisha,Chhatrapur,3,RAMAHARI BEHERA,Bahujan Samaj Party,1103,0,1103,1
Odisha,Chhatrapur,4,SUBASH CHANDRA BEHERA,Biju Janata Dal,56001,0,56001,50.77
Odisha,Chhatrapur,5,NATABARA BEHERA,Rashtriya Indepndent Morcha,985,0,985,0.89
Odisha,Chhatrapur,6,CHAITANYA PRADHAN,Independent,724,0,724,0.66
Odisha,Chhatrapur,7,SASMITA KAR,Independent,718,0,718,0.65
Odisha,Chhatrapur,8,SURENDRA BEHERA,Independent,731,0,731,0.66
Odisha,Chhatrapur,9,NOTA,None of the Above,1364,0,1364,1.24
Odisha,Aska,1,DEBARAJ MOHANTY,Bharatiya Janata Party,37753,0,37753,32.58
Odisha,Aska,2,MANOJ KUMAR JENA,Indian National Congress,8956,0,8956,7.73
Odisha,Aska,3,MANJULA SWAIN,Biju Janata Dal,64601,0,64601,55.75
Odisha,Aska,4,SAMIRA SWAIN,Samata Kranti Dal,1026,0,1026,0.89
Odisha,Aska,5,SITARAM MOHINI,Ambedkar National Congress,829,0,829,0.72
Odisha,Aska,6,RABINDRA MAHAPATRA,Independent,905,0,905,0.78
Odisha,Aska,7,NOTA,None of the Above,1805,0,1805,1.56
Odisha,Surada,1,NILAMANI BISOYI,Bharatiya Janata Party,52505,0,52505,41.37
Odisha,Surada,2,PURNA CHANDRA SWAIN,Biju Janata Dal,64488,0,64488,50.82
Odisha,Surada,3,SANGRAM KESHARI MOHANTY,Indian National Congress,5291,0,5291,4.17
Odisha,Surada,4,NIRAKARA NAYAK,Independent,1150,0,1150,0.91
Odisha,Surada,5,RAGHU NATH NAIK,Independent,1107,0,1107,0.87
Odisha,Surada,6,NOTA,None of the Above,2361,0,2361,1.86
Odisha,Sanakhemundi,1,GARIBA NAIK,Bahujan Samaj Party,1046,0,1046,0.99
Odisha,Sanakhemundi,2,NANDINI DEVI,Biju Janata Dal,37503,0,37503,35.37
Odisha,Sanakhemundi,3,BIJAYA KUMAR SWAIN,Bharatiya Janata Party,10832,0,10832,10.22
Odisha,Sanakhemundi,4,RAMESH CHANDRA JENA,Indian National Congress,52989,0,52989,49.98
Odisha,Sanakhemundi,5,PRATAP CHANDRA PRADHAN,Independent,1553,0,1553,1.46
Odisha,Sanakhemundi,6,NOTA,None of the Above,2101,0,2101,1.98
Odisha,Hinjili,1,NAVEEN PATNAIK,Biju Janata Dal,63394,0,63394,65.82
Odisha,Hinjili,2,PITAMBAR ACHARYA,Bharatiya Janata Party,23095,0,23095,23.98
Odisha,Hinjili,3,BHASKAR CHOUDHURY,Bahujan Samaj Party,695,0,695,0.72
Odisha,Hinjili,4,SAMBHU PANIGRAHI,Indian National Congress,5240,0,5240,5.44
Odisha,Hinjili,5,TIRUPATI DORA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),656,0,656,0.68
Odisha,Hinjili,6,RANJAN KUMAR APATA,Ambedkar National Congress,485,0,485,0.5
Odisha,Hinjili,7,BABULA SAHU,Independent,541,0,541,0.56
Odisha,Hinjili,8,CIPADI LAKSHMI ACHARY,Independent,580,0,580,0.6
Odisha,Hinjili,9,SUKANTA KISHOR PANDA,Independent,553,0,553,0.57
Odisha,Hinjili,10,NOTA,None of the Above,1069,0,1069,1.11
Odisha,Berhampur,1,ASHOK KUMAR SAHOO,Bahujan Samaj Party,335,0,335,0.38
Odisha,Berhampur,2,KANHU CHARAN PATI,Bharatiya Janata Party,24798,0,24798,27.99
Odisha,Berhampur,3,BIKRAM KUMAR PANDA,Biju Janata Dal,53017,0,53017,59.85
Odisha,Berhampur,4,LINGARAJ CHOUDHURY,Indian National Congress,3705,0,3705,4.18
Odisha,Berhampur,5,GOBINDA CHANDRA SAHU,Ambedkar National Congress,160,0,160,0.18
Odisha,Berhampur,6,SIBANI SANKAR MISHRA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),197,0,197,0.22
Odisha,Berhampur,7,ABANI KUMAR GAYA,Independent,238,0,238,0.27
Odisha,Berhampur,8,JEEBANO PATRO,Independent,190,0,190,0.21
Odisha,Gopalpur,1,S DHARMARAJ REDDY,Indian National Congress,9122,0,9122,7.43
Odisha,Gopalpur,2,D.PRADEEP KUMAR PANIGRAHY,Biju Janata Dal,55354,0,55354,45.07
Odisha,Gopalpur,3,BIBHUTI BHUSAN JENA,Bharatiya Janata Party,54423,0,54423,44.31
Odisha,Gopalpur,4,DURJYADHANA BEHERA,Ambedkar National Congress,684,0,684,0.56
Odisha,Gopalpur,5,P. SIBA PRASAD REDDY,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),613,0,613,0.5
Odisha,Gopalpur,6,SANTOSH KUMAR SAHU,All India Forward Bloc,551,0,551,0.45
Odisha,Gopalpur,7,BISWA BIHARI BISHOYI,Independent,873,0,873,0.71
Odisha,Gopalpur,8,NOTA,None of the Above,1207,0,1207,0.98
Odisha,Berhampur,9,SIVA SHANKAR DAS,Independent,4934,0,4934,5.57
Odisha,Berhampur,10,SUMIT PATRO,Independent,234,0,234,0.26
Odisha,Berhampur,11,NOTA,None of the Above,778,0,778,0.88
